review_date,review_title,review_comment,review_rating
17 June 2019,Could have been better than that !!!,Of course the main idea of the movie is a biography and it s a fact but I do not know the details of the story written for this film are really close to reality and truth however although the whole of movie is good but drama in the film does not go well and does not affect feelings,6
21 April 2021,One of the best biography so far!!,One of the best biography so far based on Mark Zuckerberg The social network is a masterpiece the way it s execute is just amazing watch it now guys,10
5 September 2020,It's not about Facebook,Yes mark zucceeburg creates Facebook in this movie but dig a little deeper There are so many themes hidden in this movie you just have to look for them,10
30 January 2021,Perfect,This is a perfect film A completely flawless cinematic masterpiece that is Fincher s best work to date,10
5 March 2021,Good film...the first time you watch it...,This is a very well crafted film and i understand why David Fincher made it he s a great director in my opinion however when you break it down it s simply about a bunch of spoiled rich kids arguing over money Good film but i don t see myself rewatching this one again anytime soon,5
18 October 2010,A rebel with a laptop,The Social Network is a fascinating look at the creation and legal dilemmas surrounding the ever present Facebook The film moves at a lightning fast pace covering a multitude of relationships legal issues messages and themes The filmmakers took a true story and used it as a backdrop to reflect on our current social hierarchies When I first heard about this film I didn t really see a compelling story It felt more like a 60 Minutes interview than anything else but leave it up to a great script and strong director to visualize this computer orientated material Typically director David Fincher won t tackle a project unless it has a buzz on it so hot it drops on the lap of every major agent in Hollywood I wasn t sure how the filmmakers were going to setup the dramatic arch of such a computer bound narrative and then it hits you twenty minutes into the film reveal the story slightly out of chronological order based on the specific legal elements I m not saying it wouldn t be fascinating to watch the eventful rise and fall of a young adult s hubris in the order it actually happened but sometimes a narrative works a little better if the structure is tweaked crafted in a way that better serves the character dynamics I m not going to lie a second viewing won t hurt The combination of intelligent argumentative dialogue and thematic understandings of success is so layered I m sure I missed out on a few important messages Sometimes when you tend to focus on how well a film is shot and crafted it s hard to concentrate on the details of the story along with the rapid fire dialogue The Social Network follows the cynical somewhat misanthropic computer rebel Mark Zuckerberg Jesse Eisenberg who created one of the largest computer websites in the world His best friend and Harvard roommate Eduardo Saverin Andrew Garfield is his so called partner in funding and establishing his new website Along the way to success Zuckerberg befriends a Californian connection Sean Parker Justin Timberlake who invented the widely used Napster music program According to the film Zuckerberg stole the Facebook idea from two buffed out Harvard elite twins and cheated them on their original idea This and many other legal infringements lead to a multimillion dollar lawsuit This goes to show you when the economy is down and a lot of money is involved friendships will be betrayed egos will be conflicted and entitlement will be the name of the game Jesse Eisenberg a strong Jewish looking actor pinpoints this character as much as he nails the timing of the razor sharp dialogue He understands this young ambitious individual Zuckerberg really isn t a bad guy or as rebellious as he comes off He s a man of strong principles even when those principles betray the ones around him He believes that the one who created is the one who is credited Well in this fiercely competitive American society where lawyers agents and government officials run the game Zuckerberg is really just a pawn Even when his points come across as valid there are certain principles in society which undermine his own and the only way to save his reputation is to play the game his own lawyers conduct When all is said and done Zuckerberg is still just a young man who wants to be accepted He comes off as a rebel but in a key scene where his new party animal friend Sean Parker gets arrested at a frat party his image is suddenly tarnished We finally see that his reputation means a lot more than his credit This is a prime example as to why this character works it s three dimensional and by the end Zuckerberg s personality backfires on the audience s expectations I think one of the film s strongest themes is social elitism The film questions the importance of elitism in a university which is bound to its social upbringing more so than a student s GPA at least I speculate In the scene where the Harvard twins are in a rowboat competition at a prestigious English school director Fincher blurs out the edges of the frame in certain close up shots The rowboat scene is understated by Trent Reznor s lead singer for Nine Inch Nails tantalizing and operatic score which goes to show you that music can reveal a whole new level to a scene The overall understanding I received from that masterly shot and edited scene is that Fincher is both revealing and mocking the students focal point and sheer determination to be accepted in Harvard s elite social circle This is as far as I m going to delve into the narrative As you can see it covers a lot of ground and David Fincher s craft is in top form Checkout The Social Network and I guarantee you ll have your own thematic understanding of this entertaining true story,8
19 December 2011,Well Made but Flawed,A movie about Facebook Really This is what I was thinking when I first heard about this film Thankfully after viewing my opinion changed Director David Fincher has pulled off a very well made film thanks to the story dialog and the acting Jesse Eisenberg plays Mark Zuckerberg a student at Harvard University who has begun work in his college dorm with his roommate to make Facebook a social networking website in which users can create a personal profile and connect with other users However lawsuits arise that accuse Zuckerberg of stealing the idea from another group of students As the site continues to grow Mark meets Sean Parker a very successful entrepreneur Mark beings to gravitate more towards Sean leaving his roommate behind Overall I really enjoyed the film It was engaging intelligent and above all fresh The acting was phenomenal Jesse Eisenberg truly comes off as a witty college kid Justin Timberlake who played Sean Parker does a terrific job in a fairly clich d role as well However I felt that the film s biggest downfall was the portrayal of Zuckerberg Although he is humorous and intelligent he ultimately was egotistical and arrogant From the opening scene he comes off in my opinion as very unlikeable someone who really needs to take a class on thinking before speaking So for the entire film I often found myself rooting for his roommate a much more down to earth guy as opposed to Zuckerberg So yeah I enjoyed the film but if I was the real life Mark Zuckerberg I would not be pleased with my portrayal,8
19 June 2011,"Great script, great leading actor",Again greatness from Sorkin Well deserved Oscar for screenplay The movie is fast intelligent messy as life itself But it keeps you alert involved and wanting for more The direction by Fincher is secure and the camera captures nerdness and energy in subtle takes The choice of Jesse Eisenberg for the leading role is perfect Hoodie complex sentences utter disregard for others feelings Zuckerberg is THE nerd probably creating thus a brave new idol to emulate by the current youth besides the pernicious sports stars and hopeless musicians Great and memorable character The dialogue is perky irreverent watch the opening scene and the school board scene delicious the action is fast and relevant and the whole makes a rewarding experience As an aside Timberlake does not fully convince and beside the great acting by Eisenberg the rest of the cast is not at the same altitude Read my other reviews at  sites google com site dan4gabriel home,8
7 January 2011,You'd have to be slightly nerdish to like it.,Yup I m one of those people that liked it but wasn t flabbergasted like most other people I still don t get why I m pulling the short straw statistic wise though Let s face it movies are not documentaries unless the story behind them is really and I DO mean REALLY good This is just a story following money and nerds Sure there s emotion there you ll have to sit through a large chunk of the movie before being able to detect it and sure there s a good story there but are you really interested in it or is this one of those less and less frequent success story searching I wish I was him stories It s probably me but I loathe the psychology behind this scheme Look folks read financial history and check how many heroes an antagonists could have been created on this movie s meager standards If you re really interested in the story behind FaceBook then this movie is a must If you like good movies though then this is one you ll be happy to have left alone for a few years Wikipedia is in my humble opinion a more interesting source in this case,4
22 October 2010,Blooming Brilliant,To be honest not a film I was anticipating at all But after watching i feel it to be one of the best films I ve seen this year there s lots of brilliant acting from Jesse Eisenberg Andrew Garfield and surprisingly Justin Timberlake Overall a very interesting movie about the rise of facebook even more interesting as i am a Facebook member making the film have a more personal touch to a wide variety of audiences i can not express how good the film is without giving anything away about the movie as i strongly suggest that you go out and watch it a must see for anyone and everyone of any age and any preference of genre,9
3 October 2010,Money Never Buys Happiness,This movie begins with future billionaire Mark Zuckerberg talking to Erica Albright a ficticious Boston University undergrad who Zuckerberg was currently dating After insulting her education he was a Harvard undergraduate among other things she calls him an asshole breaks up with him and leaves Erica ultimately played a huge part in the story Led by a fury of fast talking dialogue and witty pacing there is not much to dislike about The Social Network The actors are fine suited in their parts with Jesse Eisenberg as Mark Zuckerberg founder of the social network Facebook Andrew Garcia as Eduardo Saverin and Justin Timberlake as the scandalous Sean Parker The film mostly takes place from fall 2003 to the reaching of 1 million Facebook users switching between then to a lawsuit in 2007 against Zuckerberg The ending is a partially sad one due to him losing his best and only friend To me that is what it means about money not buying happiness,9
20 May 2020,PHP CODE ahed,Nice cinematic special the tilt shift like focus effect on Henley Sequence amazing The editing was cool very amusement The soundtrack oh yeah those synths This film so entertaining and funny for anyone especially for programmers,9
14 April 2012,It shouldn't work.... but it does.,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,8
21 November 2010,Fantastic Movie!,The movie delves deep into the origins of the social networking phenomenon There may arise at few points doubts concerning the credibility or the authenticity of the material put together on screen and those are highly debatable but I went in to watch the movie less informed in that department and found it otherwise quite intense and immersive The pacing and the screenplay are wonderful The background score by Trent Reznor Atticus Ross infuses life into the already strong performances spearheaded by Andrew Garfield and Jesse Eisenberg One of the two is certainly going home with an Oscar next year David Fincher takes you on a frenetically paced ride into the world behind facebook with fascinating revelations and disclosures Though the facts portrayed seem to be relevant and are combined in sorts to make the movie exciting and gripping reality somewhat may have been less dramatized and banal The movie scores highly on the performances screenplay background score and direction Superbly executed extremely well made a must watch,9
28 February 2011,Great Movie!!!,Great movie I just loved it Actually it inspired me to create my own unique local social network site for Gibraltar GIBBOOK COM Launched just 3 months ago it already has over 750 members and working really well Who knows I might be doing a movie of GibBook one day too I really love the part where he runs from a friends gathering to his room just because he had an idea Reminds me very much of myself think of something and its gotta be done straight away Don t leave for tomorrow what you can do today The actors are really good too however are they telling the real story of how Mark is I guess that they have to make it more exciting and spice it up by bending the story a bit Who cares it worked well,10
9 March 2011,More Than Face-Value,I admit I fell in love with The Social Network It was smart funny and sympathetic I liked it so much I watched it thrice even though I was sitting for my GCSE A Levels The Social Network is not just a snarky narrative about awkward and rich young men It is also a portrait of human nature as we learn how to grapple with self identity On screen the characters spar with their wit and their lawyers off screen we are left wondering how much authenticity is masked by their defensiveness I adored The King s Speech for it s sheer humanity the latter made me cry while the former made me laugh The King s Speech appears to be the better of the two in my extremely subjective opinion because I was laughing and crying WITH the characters while I was probably laughing AT the characters in The Social Network Nonetheless this movie made me a converted Aaron Sorkin fan He ranks next to Alan Bennett the wonderful British playwright who wrote The History Boys Perhaps like The History Boys I would learn to outgrow The Social Network with all its awkward charm and angst However it was a profound movie that made me question issues that plague our lives today why we are driven to success and why we seek to escape from ourselves to hide from our own darkest shadows,8
31 October 2010,Inspirational story but imperfectly packaged.,On seeing the trailer initially I thought who the hell thought about making a movie about Facebook Yet after discussing it with friends I thought it was worth a try and seeing another trailer made me warm to the idea of going As someone with Asperger s as Zuckerberg is portrayed without a name for the personality traits in the movie it is an inspiration tale of an Aspie doing something with their talents and also it s great to see him being so AS and yet not caring too much college has brought me a lot of anxiety on that one so it was therapeutic to see someone with more confidence in a movie Aside for the therapeutic happy tone of the movie for me I find the film making does leave a bit to be desired The long legal scenes are extremely tedious however I guess there wasn t any way to make the movie without emphasising that aspect of setting up Facebook Thankfully the vignette technique made it more bearable and the dialogue in the college scenes made the characters really endearing and it was good to watch Overall if you re interested in tales of creativity and can put up with some tedious elements of the film then it s worthy cinema night choice for someone who is interested in these kinds of stories I don t know if it ll go down as a classic or not for me it s brilliant but only in some elements of it,7
2 March 2011,"Possibly the best of 2010; ""The Social Network"" is a directorial knock-out as well as a spectacularly written masterpiece. I loved it.",I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,9
6 January 2022,Great story about Success,It s a great story about young people that started the future of social life I don t know does the whole story matches up but I do think that in general this pretty much covers it up I am really satisfied with portrayals of main characters and also pleasantly surprised with acting all three main actors The lesson is pretty much on the cover of the movie It is impossible to become that much successful without making some enemies even if you are not a bad person In the end you can say that Mark made a good call for almost every decision The people who are watching this movie years from that moment they can vouch for that,8
20 May 2020,"Will go down as one of the best movies in history,with unbelievable performances from it's stellar cast.",I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,10
22 May 2021,A truly amazing movie,Not a Masterpiece but probabile one of the best movie of the decade Incredible acting directing and scripting A marvelous true story telling in the best watch possibile A must watch movie one of the best of Fincher s career not the best Zodiac and Fight club are far bitter and I prefer agone girl but the last one is anyway maybe at the same level of the social network,9
16 April 2022,The Social Network: A Fascinating Film About Betrayal,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,10
18 February 2019,There is nothing flaw on this Facebook pages,Everything is so smooth and the storytelling is absolutely flawless,9
7 May 2023,best,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,10
11 December 2020,Over rated movie !,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,6
23 March 2020,THIS IS PURE ART,Wow just wow I was in complete awe after seeing this film so I decided to scribble something to honour this beautiful picture The Social Network is an outstanding film because of its TOP NOTCH SCREENPLAY brilliant performances by the actors and a masterclass direction by David Fincher Usually I don t pay attention to scores when watching a movie but this film s incredible score was able to grab my attention The alchemy between Jesse Eisenberg and Andrew Garfield was very natural which was one of the highlights of the film This film was an emotional rollercoaster of which I enjoyed every bit of it Thank you David Fincher THIS IS PURE ART,10
27 October 2020,Amazing work!!!!,David Fincher and whole team has done a master piece of work in this film They upgraded the work sense of every human being through this movie they change the thinking of everyone for working in big multinational companies Hats off David one no 1 film,10
24 June 2011,"Amazing story, not very well directed",The real story was well worth telling its truly one of theft betrayal greed ego and consequential money loneliness and emptiness This film shows Mark Zuckerberg mr Facebook to be the low life that he is and for that the film is definitely worth a watch it becomes increasingly addictive My wife and my just found the boring background music too high in volume and we spent most of the time having to read subtitles to be able to follow the dialog We are not deaf we have never had this problem with other films so why does the director David Fincher spoil the viewer experience with such an unnecessary inconvenience We got the impression that David Fincher is a Spike Lee wannabe and this spoiled what could have been a far better film That said the acting was good enough to make it well worth two hours of your time,5
23 January 2011,Sensory Overload,Have you ever had the feeling of being watched not only by your best friend but your neighbor long lost cousin and the kid you randomly met last night I have and Facebook is the reason Now don t get me wrong I was ecstatic my freshman year in high school when I received the email informing me I had been invited to Facebook well TheFacebook at the time Away with Myspace and hello to endless clicking on the mouse for hours at a time Facebook offers an inside look into your friends personal life creating sensory overload if you use it too much The majority of people even my Grandma in Canada have Facebook and I found myself realizing I could not get away from it I along with millions have to check Facebook every chance I get and with technological advances it became easier and accessible through cell phones What is it that makes a person so anxious when typing in their password to login if it has t already been auto saved I ll tell you what is it it s that little red caption box under notifications informing you on wall post photo comments and whatever it is that a friend did relating back to your account Facebook creates an unspoken language for communicating through a software that understands you because of your interaction with the website The Social Network leaves viewers feeling like one of the creators alongside Mark and his colleagues The dramatic music symbolism and excellent acting makes for a compelling plot The movie gives you an inside look at the creation of a billionaire and his company Can you even fathom 6 9 billion that s Marks estimated net worth The movie takes you through every detail of the creation of Facebook and the ridiculous lawsuits against the site It shows how pathetic and greedy some are for the sake of money The movie exposes how fast and popular the site became in a matter of months and the cleverness of one Harvard student If anything one might be disappointed when the credits begin to roll because it s one of those movies you don t want to end Although the movie has ended everyone watching is wondering the same thing what s next for Facebook and will it ever end After watching The Social Network twice and being completely fascinated by Facebook I decided to deactivate my Facebook account I couldn t get away from it and watching the movie made me realize this After six devoted years on the site I ve decided to take a break from Facebook and see how interacting with friends is different because I m not connected with them threw a website This was an AWESOME movie and I recommend it to any who has a pulse and knows how to use a computer,10
23 January 2011,The most praised movie of 2010. But is it deserving?,When previews for The Social Network began running in theaters many people wrote this movie off as the facebook movie but it has now become one of the most acclaimed movies of the year and perhaps the decade This movie follows the young creators of facebook during their college years and throughout their invention s rise in popularity The two largest roles would be Mark Zuckerberg and Eduardo Saverin played by Jesse Eisenberg and Andrew Garfield respectively Both of these young actors deliver outstanding performances with Eisenberg easily putting in the best work of his career Andrew Garfield is some what of a new face in America but this role is a wonderful way for our audiences to get to know him before he takes on being the new Spider Man The most surprising performance comes from Justin Timberlake who has already shown he can survive in the music world but he seems to be turning into a rather promising actor The real star of this movie would have to be the script written by Aaron Sorkin with it s witty speedy dialogue this movie seems to be in a whole different league than most other current films Director David Fincher also puts forth his best work with this movie since Fight Club which came out nearly eleven years earlier Although the movie is primarily about the creation of facebook that only begins to scratch the surface It really provides a story of a person who is so determined to be known for something and will not stop at nothing to earn his recognition It provides a good portrait of the current generation because we have the ability to create anything and post it on the internet to be seen by the world This movie deals with the sacrifices Zuckerberg has to deal with in order to be seen,8
26 January 2011,Hyped to the max,There was a great deal of hype about this movie I was sucked in I watched it last night It was a good movie However I watched Black Swan earlier that day and I think that both that movie and Inception were in a different league to The Social Network in terms of concept and execution The film offered an engaging insight into the machinations of Facebook s launch and subsequent growth supported by excellent performances from the cast of relative unknowns I expected it to use that central story to focus on the tragedy of the split in the friendship between the two founders It didn t and I m not sure why I think there was a lack of real emotion behind the slick facade of this movie I might be in the minority but I think it would be a travesty if The Social Network won best picture,7
1 June 2011,The new pulp fiction!,Across the history of cinema some of the most impactful and cult movies have had a few things in common Their stories have surrounded a real world phenomena and the direction captured the essence of the story better than reality The Social Network by all means is the cult classic of this generation What happens when you put the combination of a story writer who has the expertise to convert real world stories into a even more powerful screenplay Charlie Wilson s War Few Good Men and a director with the most astute skills of story telling Fight Club Seven The Game on a single project The social network is nothing short of an explosive ride the pace of which will keep you on your toes and the dialogues will make you applaud consistently as it all unfolds There is no suspense no killer in the end or no treasure to be found yet it will keep you engrossed and remind you of the world around us Its true that Aaron Sorkin had more than plenty for the story from the book but it takes someone like him to make the movie look better than the book And for David Fincher he made fight club look casual with this Every scene including the background music locations costumes and the look of the characters is nailed to perfection and it gets better than a courtroom drama without a court or the setting The characters are the heart and execute the roles with solid punch and timing Mark Zuckerberg can take lessons from Jesse Eisenberg on how to be Mark Zuckerberg in case he gets too busy and forgets what he was like Jesse Eisenberg was born with this voice and speed of talk for this movie as he single handedly runs with the show through out the movie Andrew Garfield and Justin Timberlake put in solid performances and even the Winklevoss twins are better than the real ones Every bit of detail has been meticulous worked including the setting of Harvard and code that you see vaguely on the computer screens Above all the dialogues of this drama are the most memorable and will continue to hit on you even with repeated watches Nothing in this movie is extraordinary yet everything about it is a treat to watch Cut to the chase this is the new pulp fiction,
1 February 2011,The Social Network - it's Oscar Time!,I folks Saw the Social Network a little while back and so far I m with all of the experts who think that it is a shoe in for the Oscar Great movie that speaks to people of all ages given the rise of the internet and the social interaction on it To take a guy who was in my view virtually unknown and throw him into the role of the youngest self made Billionaire was a great coupe He was Zuckerberg based on all of the information that we have about him It also showed an intense business side to how quickly you can lose potential life long friends by being in business with them,9
4 October 2013,The trees won't let you see the forest!,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,10
29 March 2014,A fantastic showcase of brilliant acting,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,9
28 July 2013,It makes me feel deeply.,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,9
27 August 2014,a story how Facebook began,Through watching this film I can understand how the Facebook started however I was slightly shocked because the reason Mike established this system in Harvard University wasn t good It s kind of ranking system As for me his action wasn t permissive Anyway he s a clever business man considering everything As the advertisement says you don t get to 500 million friends without making a few enemies This message represents his way to promote his company I suppose We might not be able to get everything in order to make a great success Jesse Eisenberg who plays Mark Zuckerberg mimics Mark s way to speak He speaks so fast that I cannot follow all of his lines,6
21 March 2011,Best Picture? No. Brilliant? Yes.,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,9
4 October 2010,Authentically Amazing,When watching The Social Network the first thing that jumps out at you is the dialog It is so fast paced and witty it barely leaves you any room to breathe The second thing that jumps out at you is the amazing quality of the film and it wasn t even shot on film The Social Network was shot on a Red One Video camera The cinematography was flawless and mesmerizing The acting fit perfectly and the soundtrack was superb The movie itself however is not flawless It does drag on at times and the ending was a bit abrupt it seemed But the sheer quality and importance this film holds more than makes up for those minor setbacks The most powerful performance came from the lead Jesse Eisenberg His strong on screen presence was undeniable He commanded the attention in every scene he was in and drew us closer and closer to understanding this very complicated person Overall The Social Network is the third best movie of the year behind Inception and Toy Story 3 and I expect it to clean house at the Oscars,8
23 June 2019,Hated the main character,Ruins the hole movie for me Impossible for someone to be like that extremely obnoxious and trashy,4
28 August 2011,One of the most overrated ever!,All I can say about The Social Network talented but wasted actors Garfield and Eisenberg and director no plot at all a full of clich s about the youth of nowadays bad politic and judicial approach Such a beautiful soundtrack made by a musical genius that this movie really don t deserve another wasted element in a piece that have nothing to say just a common story with common speech I think that The Social Network reveals a not innovative way of marketing and divulgation of Facebook belittling what CINEMA really means It s just a movie for facebookaholics with some curiosities about how to make profits with no scruples,2
29 August 2021,Amazing!,Loved every second that I ve watched totally recommend,10
30 December 2021,my prada's at the washers,I d say that the vast majority of this movie was interesting because of the recurring colour palette by Fincher and the tongue in cheek snarky dialogue by Sorkins and oscar worthy acting by Eisenberg That being said it won three oscars and that is it Did not give it a 10 because at times it wasn t as sleek as excpected and got bland Overall great cinematic experience,9
8 January 2011,One of the only films that is perfect in every way,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,10
